State_code,District_code,Subdistrict_code,Subdistrict_name,Number of households_total,population_total,Area_total,population density_total,State_name,District_name,Household density,% Rural Population,% Rural Households,% Rural Area,fiber_length_km,fiber_per_sqkm
9,183,931,Mankapur,101590,646490,726.1209147198832,890.0,UTTAR PRADESH,Gonda,139.90782793963527,97.4540982845829,96.79003838960529,98.86795713587576,672.755,0.9265
9,184,932,Shohratgarh,63819,420532,518.7328612605434,811.0,UTTAR PRADESH,Siddharthnagar,123.02864299924448,94.33622173817926,94.58625174321126,98.31319728255944,35.6344,0.0687
9,184,933,Naugarh,91915,610441,644.5902080243868,947.0,UTTAR PRADESH,Siddharthnagar,142.59447142660065,91.83115157730232,91.64227819180763,97.05239084251166,70.392,0.1092
9,184,934,Bansi,89084,598222,640.6840402685649,934.0,UTTAR PRADESH,Siddharthnagar,139.0451367614173,93.13682880268529,93.09415832248216,97.97091870829956,107.2301,0.1674
9,184,935,Itwa,66797,454240,585.5107158660403,776.0,UTTAR PRADESH,Siddharthnagar,114.08330913499891,98.18311905600564,98.37866970073506,99.6140121882044,108.8388,0.1859
9,184,936,Domariyaganj,67736,475862,505.48090221625625,941.0,UTTAR PRADESH,Siddharthnagar,134.00308439550304,92.07816551857472,91.85366717845754,97.2085987941116,116.5766,0.2306
9,185,937,Bhanpur,54954,358572,417.32847572463584,859.0,UTTAR PRADESH,Basti,131.68044645067565,100.0,100.0,100.0,565.7338,1.3556
9,185,938,Harraiya,147127,950401,1213.3255446245944,783.0,UTTAR PRADESH,Basti,121.25929487911787,97.53367262871146,97.49807989016293,99.46510645648624,1227.313,1.0115
9,185,939,Basti,149064,949461,828.5290446582384,1146.0,UTTAR PRADESH,Basti,179.91403072838287,87.92399055885392,87.99576021037943,97.65005220691675,1097.1301,1.3242
9,185,940,Rudhauli,31067,206030,228.80522562402297,900.0,UTTAR PRADESH,Basti,135.77924155914985,100.0,100.0,100.0,211.1336,0.9228
9,186,941,Mehdawal,71175,475229,477.8833189971179,994.0,UTTAR PRADESH,Sant Kabir Nagar,148.93802978803964,94.1297774336162,94.04987706357568,99.37223169741604,243.5913,0.5097
9,186,942,Khalilabad,105545,722332,586.2401597729215,1232.0,UTTAR PRADESH,Sant Kabir Nagar,180.03713706833486,87.63048016701461,87.82320337296888,97.61190021416772,129.4248,0.2208
9,186,943,Ghanghata,79925,517622,581.8705128093268,890.0,UTTAR PRADESH,Sant Kabir Nagar,137.35873917053198,97.8198376421404,97.95182984047544,98.45326411944347,174.7985,0.3004
9,187,946,Pharenda,76670,487236,499.0583055589349,976.0,UTTAR PRADESH,Mahrajganj,153.62934379807825,97.92441445213407,97.913134211556,99.19849044581672,0.7695,0.0015
9,187,947,Maharajganj,182856,1146661,1093.4337123003957,1049.0,UTTAR PRADESH,Mahrajganj,167.23098798124906,96.05803284492976,95.90005250032812,97.62216952820116,3.8575,0.0035
9,188,949,Sahjanwa,61707,393807,345.5341593973896,1140.0,UTTAR PRADESH,Gorakhpur,178.58436950956397,90.05705840678301,89.82773429270586,92.47541833625252,14.425,0.0417
9,188,950,Gorakhpur,264606,1629421,840.146625725105,1939.0,UTTAR PRADESH,Gorakhpur,314.9521665597676,55.64682178516173,54.39294649403264,80.25344684842165,15.2423,0.0181
9,188,951,Chauri Chaura,71660,453414,370.1079616923898,1225.0,UTTAR PRADESH,Gorakhpur,193.61917985314577,97.61410102025962,97.65140943343566,98.37885141066305,17.8197,0.0481
9,188,954,Gola,78244,537951,505.305279205026,1065.0,UTTAR PRADESH,Gorakhpur,154.84500799813085,93.5635401737333,93.74265119370176,98.02099831299356,31.1906,0.0617
9,189,955,Padrauna,176775,1126539,1013.5218614939344,1112.0,UTTAR PRADESH,Kushinagar,174.4165633876245,94.15555076211298,93.93635977938058,98.8268629960804,15.5543,0.0153
9,189,956,Hata,154231,956312,775.9838984850094,1232.0,UTTAR PRADESH,Kushinagar,198.755412710383,94.69210885150451,94.48943467915012,97.13911589617489,187.9786,0.2422
9,189,957,Kasya,93716,614143,448.9250537720191,1368.0,UTTAR PRADESH,Kushinagar,208.75644879377236,95.37078498004536,95.256946519271,94.96352457720432,57.2445,0.1275
9,189,958,Tamkuhi Raj,136340,867550,666.5694875133742,1302.0,UTTAR PRADESH,Kushinagar,204.5398155091287,97.33998040458764,97.38521343699574,98.79982505202211,50.5201,0.0758
9,190,959,Deoria,189288,1237450,926.5102821948468,1336.0,UTTAR PRADESH,Deoria,204.30210396757624,88.21043274475736,88.06897426144288,98.01944993459436,158.5412,0.1711
9,190,960,Rudrapur,64831,439763,395.57849528678673,1112.0,UTTAR PRADESH,Deoria,163.88909097042492,92.26537930658104,92.54214804645926,95.9552907474406,7.9256,0.02
9,190,961,Barhaj,56251,369994,374.07503004342857,989.0,UTTAR PRADESH,Deoria,150.37357610709674,90.14605642253656,90.4712805105687,97.86139160395943,61.3131,0.1639
9,190,962,Salempur,91896,604483,484.6598234975457,1247.0,UTTAR PRADESH,Deoria,189.60927963211984,85.83897313902955,86.16261861234439,93.692483156662,50.7641,0.1047
9,190,963,Bhatpar Rani,66080,449256,359.17441800584044,1251.0,UTTAR PRADESH,Deoria,183.97746801367543,96.69698345709352,96.66918886198546,98.88633493938454,37.1495,0.1034
9,191,964,Burhanpur,68215,459068,422.9071901675325,1086.0,UTTAR PRADESH,Azamgarh,161.30016605529212,97.95803671787186,98.04295242981748,99.5270829991782,60.9622,0.1442
9,191,965,Sagri,132228,901483,881.2539768933905,1023.0,UTTAR PRADESH,Azamgarh,150.04528032444415,95.14056282813984,95.48128989321476,97.32086315420324,118.9844,0.135
9,191,966,Azamgarh,138449,978799,579.0931990200113,1690.0,UTTAR PRADESH,Azamgarh,239.0789604061914,73.08599620555395,73.78312591640243,93.8127403221736,116.513,0.2012
9,191,967,Nizamabad,84917,595715,486.9222719688268,1223.0,UTTAR PRADESH,Azamgarh,174.39539098642106,94.47672125093376,95.20472932392808,98.59525834126605,97.1192,0.1995
9,191,968,Phulpur,100052,696523,665.9986433009005,1046.0,UTTAR PRADESH,Azamgarh,150.22853425663234,97.76389293677308,97.71019070083555,98.42342021179525,773.6734,1.1617
9,191,968,Phulpur,100052,696523,665.9986433009005,1046.0,UTTAR PRADESH,Azamgarh,150.22853425663234,97.76389293677308,97.71019070083555,98.42342021179525,189.7075,0.2848
9,191,969,Lalganj,85111,581647,626.7922782332747,928.0,UTTAR PRADESH,Azamgarh,135.7882076018876,97.68467816390354,97.87924005122724,99.52296795863091,5.0047,0.008
9,191,969,Lalganj,85111,581647,626.7922782332747,928.0,UTTAR PRADESH,Azamgarh,135.7882076018876,97.68467816390354,97.87924005122724,99.52296795863091,213.9533,0.3413
9,191,969,Lalganj,85111,581647,626.7922782332747,928.0,UTTAR PRADESH,Azamgarh,135.7882076018876,97.68467816390354,97.87924005122724,99.52296795863091,63.5666,0.1014
9,191,970,Mehnagar,56260,400678,391.034533550375,1025.0,UTTAR PRADESH,Azamgarh,143.87476085344855,96.29602823214653,96.67792392463562,98.72134055409306,36.805,0.0941
9,192,971,Ghosi,70277,467413,347.4779556052877,1345.0,UTTAR PRADESH,Mau,202.2488013018877,87.9767999606344,89.0604322893692,95.2198406454112,4.7583,0.0137
9,192,972,Madhuban,50954,334116,464.807774897427,719.0,UTTAR PRADESH,Mau,109.62381171710057,98.55229920147494,98.62228676845784,99.78055444528115,43.3544,0.0933
9,192,973,Maunath Bhanjan,131312,910549,512.4246306863542,1777.0,UTTAR PRADESH,Mau,256.25622215723206,61.31641460261886,61.31427439990252,89.21012053500567,72.2221,0.1409
9,192,974,Muhammadabad Gohna,71881,493890,388.2865443305096,1272.0,UTTAR PRADESH,Mau,185.12359248487084,82.59936423090161,83.8761286014385,94.77447769018512,15.7818,0.0406
9,193,975,Belthara Road,57235,392294,364.00666045845776,1078.0,UTTAR PRADESH,Ballia,157.23613388808292,94.79879886003864,94.59421682536907,96.8407171490994,272.4098,0.7484
9,193,976,Sikanderpur,60360,392801,397.7098307494416,988.0,UTTAR PRADESH,Ballia,151.76894140700028,93.8936000672096,94.09211398277004,98.36564261241634,252.8758,0.6358
9,193,977,Rasra,81899,548010,530.4833458976142,1033.0,UTTAR PRADESH,Ballia,154.3856195172749,94.20357292750133,94.54083688445525,98.86895601032532,506.8983,0.9555
9,193,978,Ballia,144433,979400,804.3526578014382,1218.0,UTTAR PRADESH,Ballia,179.56427270941472,85.71686746987952,85.55247069575512,96.8919105621739,669.6952,0.8326
9,193,979,Bansdih,82262,540524,551.7962536461202,980.0,UTTAR PRADESH,Ballia,149.0803887421036,83.70747644877933,84.09229048649436,96.52045481042477,308.8679,0.5597
9,193,980,Bairia,54079,386745,332.65318907903816,1163.0,UTTAR PRADESH,Ballia,162.56871052317155,100.0,100.0,100.0,103.7561,0.3119
9,194,981,Shahganj,109065,761994,704.5601921083911,1082.0,UTTAR PRADESH,Jaunpur,154.7986974308381,93.96399446714804,93.96965112547562,98.5806748504943,196.4254,0.2788
9,194,982,Badlapur,67625,456043,459.72505729426285,992.0,UTTAR PRADESH,Jaunpur,147.09879073812218,100.0,100.0,100.0,407.4137,0.8862
9,194,983,Machhlishahr,109524,736209,811.7555232352192,907.0,UTTAR PRADESH,Jaunpur,134.92239580150496,93.73669705205997,93.68540228625687,99.40129757533025,408.6364,0.5034
9,194,984,Jaunpur,154845,1075544,710.8217474488093,1513.0,UTTAR PRADESH,Jaunpur,217.8394239564981,80.78367784116689,80.6522651683942,95.55725466850966,787.5154,1.1079
9,194,985,Mariahu,120315,800862,757.668998700045,1057.0,UTTAR PRADESH,Jaunpur,158.79625562934208,96.38015038795696,96.54656526617627,98.75539318407124,645.2142,0.8516
9,194,986,Kerakat,102139,663552,593.4643904621996,1118.0,UTTAR PRADESH,Jaunpur,172.1063666860492,97.16600959683642,97.3937477359285,99.2518506465835,239.3038,0.4032
9,195,987,Jakhania,80389,547798,550.6687658847428,995.0,UTTAR PRADESH,Ghazipur,145.98431031555137,97.74351129430922,97.82432919926856,99.27361051728197,145.0061,0.2633
9,195,988,Saidpur,89022,603470,565.0171554556758,1068.0,UTTAR PRADESH,Ghazipur,157.5562779650565,95.96699090261322,96.06277100042686,99.077904104381,118.3014,0.2094
9,195,989,Ghazipur,127961,839883,678.0392747531986,1239.0,UTTAR PRADESH,Ghazipur,188.72210617383024,84.13552840097967,83.3980665984167,96.39991355826916,156.8719,0.2314
9,195,990,Mohammadabad,145379,914817,869.9983013646169,1052.0,UTTAR PRADESH,Ghazipur,167.10262511084096,93.62495449909652,94.2440104829446,98.695399751678,425.5137,0.4891
9,195,991,Zamania,103913,714300,713.2769261307286,1001.0,UTTAR PRADESH,Ghazipur,145.6839499402998,93.54640907181856,93.54941152695044,97.28576667900629,162.2232,0.2274
9,196,992,Sakaldiha,99708,691346,661.7069297772078,1045.0,UTTAR PRADESH,Chandauli,150.68302221584864,98.9304921124878,98.96798652064028,99.84887569481302,638.0006,0.9642
9,196,993,Chandauli,127061,834724,650.164746738426,1284.0,UTTAR PRADESH,Chandauli,195.428928802132,73.90718369185502,73.25300446242356,93.12174333900144,840.4699,1.2927
9,196,994,Chakia,70035,426686,1229.1181613174726,347.0,UTTAR PRADESH,Chandauli,56.97987565730098,95.93237181440216,96.20047119297494,99.3491268576306,533.6007,0.4341
9,197,995,Pindra,92593,627298,694.6213292574453,903.0,UTTAR PRADESH,Varanasi,133.29996661487854,98.18539195087504,98.2223278217576,99.39535401187726,86.0201,0.1238
9,197,996,Varanasi,467569,3049543,840.377526550161,3629.0,UTTAR PRADESH,Varanasi,556.3797046303944,48.00309423411967,46.203020302885776,81.01091533764676,214.3575,0.2551
9,198,997,Bhadohi,81344,568985,352.5554924587281,1614.0,UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),230.7267983054399,76.51256184257933,76.82803894571204,93.57547946791624,20.9436,0.0594
9,198,998,Gyanpur,78929,567801,401.58996858810514,1414.0,UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),196.5412639102904,92.29800581541772,91.52402792383027,96.88986255211704,38.4051,0.0956
9,198,999,Aurai,62130,441427,260.8588390906479,1692.0,UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),238.17479298989733,88.23588045135435,88.54176726219217,94.58711077254571,14.9476,0.0573
9,199,1000,Mirzapur,177559,1177317,1159.7428790960587,1015.0,UTTAR PRADESH,Mirzapur,153.1020394265281,76.21396786082254,74.73290568205499,95.41622535837988,191.8165,0.1654
9,199,1001,Lalganj,58916,367080,1344.7101432085894,273.0,UTTAR PRADESH,Mirzapur,43.81315951065972,100.0,100.0,100.0,5.0047,0.0037
9,199,1001,Lalganj,58916,367080,1344.7101432085894,273.0,UTTAR PRADESH,Mirzapur,43.81315951065972,100.0,100.0,100.0,213.9533,0.1591
9,199,1001,Lalganj,58916,367080,1344.7101432085894,273.0,UTTAR PRADESH,Mirzapur,43.81315951065972,100.0,100.0,100.0,63.5666,0.0473
9,199,1002,Marihan,41584,241128,863.4882569075232,279.0,UTTAR PRADESH,Mirzapur,48.158153474985255,100.0,100.0,100.0,24.526,0.0284
9,199,1003,Chunar,116866,711445,1037.0571233941896,686.0,UTTAR PRADESH,Mirzapur,112.69003159392868,90.50805051690574,90.81169886878988,98.065680322956,130.1288,0.1255
9,200,1004,Ghorawal,49110,290546,858.6048128382961,338.0,UTTAR PRADESH,Sonbhadra,57.19744318420103,97.4905866885106,97.34066381592343,99.62380830485652,25.7643,0.03
9,200,1005,Robertsganj,158620,901830,3356.211104443812,269.0,UTTAR PRADESH,Sonbhadra,47.26162778913943,86.08052515440826,85.61278527297945,98.22925322184558,136.5309,0.0407
9,201,1007,Aliganj,76283,485387,652.8937062584575,743.0,UTTAR PRADESH,Etah,116.83831421374164,89.27680386990174,89.36722467653343,98.98452076709476,180.2675,0.2761
9,201,1008,Etah,156324,937536,1249.821233872206,750.0,UTTAR PRADESH,Etah,125.07708763730614,82.18948392381733,82.0085207645659,97.88689779912151,490.3774,0.3924
9,201,1009,Jalesar,58076,351557,528.2795625748073,665.0,UTTAR PRADESH,Etah,109.93421686983416,86.02986144494349,84.91803843239893,99.02135150282898,31.8821,0.0604
9,202,1010,Kasganj,94942,559044,590.8739301768231,946.0,UTTAR PRADESH,Kanshiram Nagar,160.68063786735004,74.74724708609698,74.15264055949949,98.13158113157976,58.346,0.0987
9,202,1011,Sahawar,52943,317355,472.1803441397991,672.0,UTTAR PRADESH,Kanshiram Nagar,112.1245317749294,89.00379700965796,89.79846249740287,98.09183077783256,54.0566,0.1145
9,202,1012,Patiyali,90018,560320,891.9432857214974,628.0,UTTAR PRADESH,Kanshiram Nagar,100.92345717607368,79.98715019988578,80.86715990135306,98.12544135174748,140.2217,0.1572
10,203,1013,Sidhaw,55436,309874,874.644384851956,354.0,BIHAR,Pashchim Champaran,63.381187783402055,100.0,100.0,100.0,168.9431,0.1932
10,203,1014,Ramnagar,46036,249102,666.5244804707116,374.0,BIHAR,Pashchim Champaran,69.0687309301656,80.56579232603511,80.18290033886524,97.56948162075618,306.4877,0.4598
10,203,1015,Gaunaha,37289,208169,469.282464466206,444.0,BIHAR,Pashchim Champaran,79.45960657706453,100.0,100.0,100.0,95.4695,0.2034
10,203,1016,Mainatanr,34349,190744,240.7328497240768,792.0,BIHAR,Pashchim Champaran,142.6851384818073,100.0,100.0,100.0,48.2907,0.2006
10,203,1017,Narkatiaganj,68915,377842,353.645331074626,1068.0,BIHAR,Pashchim Champaran,194.8703798537004,86.89743331868877,86.8199956468113,96.90084979584044,538.5105,1.5227
10,203,1018,Lauriya,41593,230162,205.45741170236647,1120.0,BIHAR,Pashchim Champaran,202.4409811034377,100.0,100.0,100.0,255.4209,1.2432
10,203,1019,Bagaha,71834,398000,379.420746580651,1049.0,BIHAR,Pashchim Champaran,189.32544054949489,71.7,70.79377453573517,87.65750148824674,286.4661,0.755
10,203,1020,Piprasi,6357,38592,153.38858600570987,252.0,BIHAR,Pashchim Champaran,41.44376166140133,100.0,100.0,100.0,39.952,0.2605
10,203,1021,Madhubani,14613,89608,150.38421683499152,596.0,BIHAR,Pashchim Champaran,97.17110151282736,100.0,100.0,100.0,52.1666,0.3469
10,203,1021,Madhubani,14613,89608,150.38421683499152,596.0,BIHAR,Pashchim Champaran,97.17110151282736,100.0,100.0,100.0,442.1924,2.9404
10,203,1022,Bhitaha,10307,66203,136.8127560982983,484.0,BIHAR,Pashchim Champaran,75.33654239517362,100.0,100.0,100.0,35.2209,0.2574
10,203,1023,Thakrahan,9141,52766,142.4692580542025,370.0,BIHAR,Pashchim Champaran,64.16121010837512,100.0,100.0,100.0,44.9778,0.3157
10,203,1024,Jogapatti,42926,243516,213.20661218408145,1142.0,BIHAR,Pashchim Champaran,201.33521920482428,100.0,100.0,100.0,146.3467,0.6864
10,203,1025,Chanpatia,55529,297748,260.7378044435841,1142.0,BIHAR,Pashchim Champaran,212.9687335463271,90.9000228381047,90.59050226008031,97.09670025942177,202.6256,0.7771
10,203,1026,Sikta,34500,189496,194.64168268778045,974.0,BIHAR,Pashchim Champaran,177.24877592298938,100.0,100.0,100.0,127.3008,0.654
10,203,1027,Majhaulia,57736,329347,290.87473519399674,1132.0,BIHAR,Pashchim Champaran,198.49094133766343,100.0,100.0,100.0,221.1149,0.7602
10,203,1028,Bettiah,41133,224200,68.12666091946159,3291.0,BIHAR,Pashchim Champaran,603.7724357080538,33.69536128456735,33.182602776359616,85.55631544655812,76.1568,1.1179
10,203,1029,Bairia,38100,206098,237.23120565613607,869.0,BIHAR,Pashchim Champaran,160.6028173849334,96.67003076206466,96.81889763779527,98.7354108867328,70.3802,0.2967
10,203,1030,Nautan,44667,233575,190.4148460613905,1227.0,BIHAR,Pashchim Champaran,234.5772975369745,100.0,100.0,100.0,50.8011,0.2668
10,203,1030,Nautan,44667,233575,190.4148460613905,1227.0,BIHAR,Pashchim Champaran,234.5772975369745,100.0,100.0,100.0,36.5483,0.1919
10,204,1031,Raxaul,41135,232028,130.69187150483702,1775.0,BIHAR,Purba Champaran,314.7479604229063,76.06495767752168,76.87370852072445,95.54677736802893,35.0999,0.2686
10,204,1032,Adapur,39818,203513,158.45494589929157,1284.0,BIHAR,Purba Champaran,251.2890952946772,100.0,100.0,100.0,93.745,0.5916
10,204,1033,Ramgarhwa,40566,200998,164.97034601876746,1218.0,BIHAR,Purba Champaran,245.8987386459449,100.0,100.0,100.0,113.6443,0.6889
10,204,1034,Sugauli,47387,230807,168.70528876241607,1368.0,BIHAR,Purba Champaran,280.8862742100164,83.18291906224681,84.21508008525545,88.58956933643654,192.371,1.1403
10,204,1035,Banjaria,32464,162684,137.6118904215415,1182.0,BIHAR,Purba Champaran,235.9098468929844,100.0,100.0,100.0,153.5157,1.1156
10,204,1036,Narkatia,32955,170758,136.01416491453628,1255.0,BIHAR,Purba Champaran,242.2909409524154,100.0,100.0,100.0,142.02,1.0442
10,204,1037,Bankatwa,20227,116863,63.29690466388908,1846.0,BIHAR,Purba Champaran,319.55749032921534,100.0,100.0,100.0,62.3755,0.9854
10,204,1038,Ghorasahan,30396,174864,135.3398002524886,1292.0,BIHAR,Purba Champaran,224.5902531501711,100.0,100.0,100.0,50.0857,0.3701
10,204,1039,Dhaka,63681,318144,177.11928477657997,1796.0,BIHAR,Purba Champaran,359.5373596970417,86.77862854556427,88.58215166219124,92.69983502004877,108.3614,0.6118
10,204,1040,Chiraia,57311,276809,213.8669714377003,1294.0,BIHAR,Purba Champaran,267.9749921866489,100.0,100.0,100.0,244.2018,1.1418
10,204,1041,Motihari,68608,363976,236.97174224354868,1536.0,BIHAR,Purba Champaran,289.5197518085842,65.3389234455019,67.60727611940298,93.08778344416888,272.7326,1.1509
10,204,1042,Turkaulia,36654,180366,139.6868586124574,1291.0,BIHAR,Purba Champaran,262.4012048383996,100.0,100.0,100.0,354.635,2.5388
10,204,1043,Harsidhi,41245,222551,185.35690849451603,1201.0,BIHAR,Purba Champaran,222.51665899585436,100.0,100.0,100.0,299.1054,1.6137
10,204,1044,Paharpur,33552,183018,155.88198534255588,1174.0,BIHAR,Purba Champaran,215.2397528570627,100.0,100.0,100.0,258.3474,1.6573
10,204,1045,Areraj,28019,163923,199.7260632166085,821.0,BIHAR,Purba Champaran,140.2871490518121,84.13035388566583,84.89596345337092,93.14060479671,125.6949,0.6293
10,204,1046,Sangrampur,23283,144071,144.09616601815364,1000.0,BIHAR,Purba Champaran,161.57959398494157,100.0,100.0,100.0,120.4258,0.8357
10,204,1046,Sangrampur,23283,144071,144.09616601815364,1000.0,BIHAR,Purba Champaran,161.57959398494157,100.0,100.0,100.0,40.1873,0.2789
10,204,1047,Kesaria,34431,194579,189.05035187434632,1029.0,BIHAR,Purba Champaran,182.1260825945715,90.24355146238804,90.20359559699108,90.95479070498338,72.6815,0.3845
10,204,1048,Kalyanpur,52691,267568,245.5309860310767,1090.0,BIHAR,Purba Champaran,214.60020526016595,100.0,100.0,100.0,157.339,0.6408
10,204,1048,Kalyanpur,52691,267568,245.5309860310767,1090.0,BIHAR,Purba Champaran,214.60020526016595,100.0,100.0,100.0,165.609,0.6745
10,204,1049,Kotwa,31325,168788,141.51283062046338,1193.0,BIHAR,Purba Champaran,221.35802006542767,100.0,100.0,100.0,197.6374,1.3966
10,204,1050,Piprakothi,16811,77089,62.321669614158616,1237.0,BIHAR,Purba Champaran,269.7456615664991,100.0,100.0,100.0,113.6953,1.8243
10,204,1051,Chakia(Pipra),40438,216276,173.9757079673424,1243.0,BIHAR,Purba Champaran,232.4347489224804,90.4353696203,91.05296997873288,96.41904029430968,126.233,0.7256
10,204,1052,Pakri Dayal,29805,146216,118.16943847265968,1237.0,BIHAR,Purba Champaran,252.2225745102093,79.76828801225584,80.16440194598222,83.81138114282737,53.2571,0.4507
10,204,1053,Patahi,37883,166445,116.73771042092773,1426.0,BIHAR,Purba Champaran,324.513817029674,100.0,100.0,100.0,79.7709,0.6833
10,204,1054,Phenhara,15376,80329,56.70888065773114,1417.0,BIHAR,Purba Champaran,271.1391905758553,100.0,100.0,100.0,32.3841,0.5711
10,204,1055,Madhuban,31675,160760,117.79594419829482,1365.0,BIHAR,Purba Champaran,268.8972036819797,89.10798706145808,89.49013417521705,94.86399974024948,88.783,0.7537
10,204,1056,Tetaria,20348,102808,81.48400085726682,1262.0,BIHAR,Purba Champaran,249.71773337005143,100.0,100.0,100.0,37.8864,0.465
10,204,1057,Mehsi,33432,173140,116.90370787620098,1481.0,BIHAR,Purba Champaran,285.97895316890987,84.98613838512186,85.36731275424742,93.87530119439644,47.8589,0.4094
10,205,1058,Purnahiya,21600,91949,52.45677030781188,1753.0,BIHAR,Sheohar,411.7676302458773,100.0,100.0,100.0,26.0277,0.4962
10,205,1059,Piprarhi,28107,117948,69.15799586533186,1705.0,BIHAR,Sheohar,406.4172139217488,100.0,100.0,100.0,41.2078,0.5959
10,205,1060,Sheohar,34606,155258,67.7559784032131,2291.0,BIHAR,Sheohar,510.7445987136528,81.89078823635498,83.07229960122523,86.22999738196157,102.8129,1.5174
10,205,1061,Dumri Katsari,20943,93398,52.6289478908791,1775.0,BIHAR,Sheohar,397.9368928944434,100.0,100.0,100.0,34.5057,0.6556
10,205,1062,Tariani Chowk,44888,197693,106.99606947748438,1848.0,BIHAR,Sheohar,419.5294296249449,100.0,100.0,100.0,40.2447,0.3761
10,206,1063,Bairgania,27158,132154,72.16750184001938,1831.0,BIHAR,Sitamarhi,376.3189705555243,67.54165594684989,70.50592827159583,80.15727351662454,17.3829,0.2409
10,206,1064,Suppi,28991,122239,86.66626294819511,1410.0,BIHAR,Sitamarhi,334.5130967205707,100.0,100.0,100.0,1.9861,0.0229
10,206,1066,Sonbarsa,53039,251248,185.2752413478358,1356.0,BIHAR,Sitamarhi,286.2713852868477,100.0,100.0,100.0,4.18,0.0226
10,206,1066,Sonbarsa,53039,251248,185.2752413478358,1356.0,BIHAR,Sitamarhi,286.2713852868477,100.0,100.0,100.0,63.4359,0.3424
10,206,1067,Parihar,68586,338222,224.12713533013408,1509.0,BIHAR,Sitamarhi,306.01381621629355,100.0,100.0,100.0,18.1459,0.081
10,206,1068,Sursand,45274,209945,150.60003473653484,1394.0,BIHAR,Sitamarhi,300.6241006464838,100.0,100.0,100.0,11.4612,0.0761
10,206,1069,Bathnaha,57120,262527,204.7011883389849,1282.0,BIHAR,Sitamarhi,279.0408813133481,100.0,100.0,100.0,19.8834,0.0971
10,206,1070,Riga,43032,206979,140.85443087087432,1469.0,BIHAR,Sitamarhi,305.50689626121016,100.0,100.0,100.0,17.4403,0.1238
10,206,1071,Parsauni,18589,86016,59.69182367717053,1441.0,BIHAR,Sitamarhi,311.41618491226404,100.0,100.0,100.0,3.792,0.0635
10,206,1072,Belsand,27782,120906,83.70777606040531,1444.0,BIHAR,Sitamarhi,331.89270229747734,82.9900914760227,83.48930962493701,87.94616166517332,0.2676,0.0032
10,206,1073,Runisaidpur,82692,372579,285.1894345509131,1306.0,BIHAR,Sitamarhi,289.9546406065667,100.0,100.0,100.0,11.7505,0.0412
10,206,1074,Dumra,88115,438240,198.92561283377765,2203.0,BIHAR,Sitamarhi,442.9545232751347,74.46422051843739,75.92691369233388,94.24910656951992,30.5635,0.1536
10,206,1075,Bajpatti,46192,215507,152.36207472117434,1414.0,BIHAR,Sitamarhi,303.17255842395355,100.0,100.0,100.0,12.6707,0.0832
10,206,1076,Charaut,18595,79310,68.30624137985257,1161.0,BIHAR,Sitamarhi,272.2298815505421,100.0,100.0,100.0,9.5279,0.1395
10,206,1077,Pupri,38979,171602,100.4036487543661,1709.0,BIHAR,Sitamarhi,388.2229429267129,91.1836691880048,91.69039739346827,96.9124628054265,10.7984,0.1075
10,206,1078,Nanpur,40009,182429,109.07245040719134,1673.0,BIHAR,Sitamarhi,366.8112328148643,100.0,100.0,100.0,40.8633,0.3746
10,206,1079,Bokhara,28378,130886,89.99456069695862,1454.0,BIHAR,Sitamarhi,315.3301686260583,100.0,100.0,100.0,1.0507,0.0117
10,207,1080,Madhwapur,27691,134704,107.576699886168,1252.0,BIHAR,Madhubani,257.40704101632747,100.0,100.0,100.0,40.6382,0.3778
10,207,1081,Harlakhi,37312,196251,144.1998796140273,1361.0,BIHAR,Madhubani,258.7519497233367,100.0,100.0,100.0,77.6636,0.5386
10,207,1082,Basopatti,33355,173499,139.31333070416278,1245.0,BIHAR,Madhubani,239.42432379878008,100.0,100.0,100.0,86.6802,0.6222
10,207,1083,Jainagar,38087,193700,123.54357626043868,1568.0,BIHAR,Madhubani,308.2879835023545,88.75477542591636,88.97786646362276,98.69681609620396,58.9385,0.4771
10,207,1084,Ladania,33560,175561,184.4646276377729,952.0,BIHAR,Madhubani,181.93189897577903,100.0,100.0,100.0,80.8895,0.4385
10,207,1085,Laukaha,40375,212127,216.41913006321383,980.0,BIHAR,Madhubani,186.55929347930967,100.0,100.0,100.0,112.3746,0.5192
10,207,1086,Laukahi,42295,208317,260.252822513697,800.0,BIHAR,Madhubani,162.51504821921395,100.0,100.0,100.0,101.4941,0.39
10,207,1087,Phulparas,32889,166018,162.3247223858602,1023.0,BIHAR,Madhubani,202.61239025451675,100.0,100.0,100.0,100.7451,0.6206
10,207,1088,Babubarhi,43523,217331,184.5891256991707,1177.0,BIHAR,Madhubani,235.78312013314627,100.0,100.0,100.0,156.0719,0.8455
10,207,1089,Khajauli,28729,143583,111.7162604276456,1285.0,BIHAR,Madhubani,257.1604159504309,100.0,100.0,100.0,154.3486,1.3816
10,207,1090,Kaluahi,22909,117282,94.20353312435196,1245.0,BIHAR,Madhubani,243.1862079924255,100.0,100.0,100.0,73.2491,0.7776
10,207,1091,Benipatti,70277,361400,271.07377901685766,1333.0,BIHAR,Madhubani,259.2541420084367,100.0,100.0,100.0,237.9968,0.878
